,JokeId,JokeSentences
0,1,man visit doctor doctor say
1,1,doctor say bad news
2,1,bad news cancer
3,1,cancer alzheimer disease man reply
4,1,man reply wellthank god
5,1,cancer
6,2,cannibal eat clown turn
7,2,clown turn say
8,2,say taste funny
9,2,taste funny
10,3,question s difference greeting queen
11,3,greet queen greeting president
12,3,president united states answer
13,3,state answer
14,3,knee greet
15,3,knee greet queen
16,4,question hurricane tornado
17,4,tornado redneck divorce
18,4,divorce common answer someone go
19,4,go lose trailer
20,5,guy stand tee shot
21,5,tee shoot eternity look
22,5,eternity look look measure
23,5,measure distance figure wind direction
24,5,wind direction speed drive partner
25,5,drive partner nut finally exasperate partner
26,5,exasperate partner say hell
27,5,hell take long hit
28,5,long hit goddamn ball guy answer
29,5,guy answer wife
30,5,watch clubhouse
31,5,clubhouse want
32,5,perfect shot hell
33,5,shoot hell man stand
34,5,stand snowball chance hell
35,5,chance hell hit
36,5,hit
37,6,ask japanese visitor
38,6,election country
39,6,country morning answer
40,7,father anxious marry
41,7,marry daughter
42,7,daughter want impress date
43,7,impress date like screw
44,7,like screw say huh reply
45,7,huh reply surprised date daughter
46,7,date daughter loves screw
47,7,screw good
48,7,good
49,7,screw carefully explain father
50,7,explain father interested boy
51,7,interested boy reply yes sir minute later
52,7,sir minute later girl come
53,7,come stair kiss father goodbye
54,7,father goodbye couple leave
55,7,couple leave minute
56,7,minute reappear furious dress tear hair
57,7,dress tear hair mess scream dammit
58,7,scream dammit daddy twist
59,7,twist straight
60,8,question blind person
61,8,person give matzah answer
62,8,hell write
63,9,question orange sound like
64,9,parrot answer carrot
65,10,man screw
66,10,screw light bulb
67,10,man screw
68,11,dog walk western union ask
69,11,union ask clerk send
70,11,send telegram fill
71,11,fill form write
72,11,write telegram wish
73,11,telegram wish send bow wow wow
74,11,bow wow wow bow wow wow clerk
75,11,wow clerk say add
76,11,add bow wow
77,11,price dog respond
78,11,dog respond sound
79,11,sound little silly
80,12,question person speak language
81,12,speak language call trilingual
82,12,trilingual person speak language
83,12,speak language call bilingual
84,12,bilingual person
85,12,person speak language answer american
86,12,speak language answer american
87,13,couple excellent relationship go
88,13,relationship go day come home
89,13,come home work find
90,13,find girlfriend packing ask
91,13,ask leave
92,13,leave tell
93,13,tell hear awful thing
94,13,hear awful thing
95,13,possibly say
96,13,say tell
97,13,tell
98,13,pedophile reply
99,13,reply awfully big word
100,13,year old
101,14,difference macintosh
102,14,macintosh etchasketch
103,14,shake mac
104,14,mac clear screen
105,15,difference tire
106,15,tire 365 condom one
107,15,condom one goodyear
108,15,great year
109,16,duck walk pharmacy ask
110,16,pharmacy ask condom pharmacist
111,16,condom pharmacist say like
112,16,like stick
113,16,bill duck say
114,16,duck say kind duck
115,16,think
116,17,question australian word
117,17,word boomerang come
118,17,come answer stick
119,18,run
120,18,run parakeet lawnmower
121,18,lawnmower shred tweet
122,19,kindergarten girl talk outside say
123,19,outside say believe
124,19,believe see patio
125,19,patio yesterdaya condom second girl
126,19,second girl ask patio
127,19,ask patio
128,20,guy walk bar sit
129,20,bar sit extremely
130,20,extremely gorgeous woman thing
131,20,thing notice
132,20,pant
133,20,pant skintight highwaiste
134,20,obvious mechanism zipper button
135,20,zipper button velcro open
136,20,open minute puzzle
137,20,puzzle get pant
138,20,get pant hip
139,20,hip finally work nerve
140,20,nerve ask excuse
141,20,excuse miss
142,20,pant
143,20,pant reply start
144,20,start buy drink
145,20,buy drink
146,21,clinton return vacation arkansa
147,21,arkansas walk step
148,21,step air force
149,21,pig arm
150,21,arm step
151,21,step say honor
152,21,honor guardsman genuine arkansa
153,21,genuine arkansas razorback hog get
154,21,get chelsea
155,21,chelsea hillary guardsman
156,21,guardsman reply nice trade sir
157,22,mechanical electrical software engineer
158,22,software engineer microsoft drive
159,22,drive desert car break
160,22,car break mechanical engineer say
161,22,mechanical engineer say
162,22,problem fuel injection
163,22,fuel injection system
164,22,pop hood
165,22,hood look
166,22,look electrical
167,22,electrical engineer reply think
168,22,think loose
169,22,loose ground wire
170,22,look
171,22,look microsoft engineer jump
172,22,microsoft engineer jump
173,22,close
174,22,close window wait
175,22,wait minute
176,22,minute reopen
177,22,reopen window work fine
178,22,window work fine
179,23,old scotsman sit young
180,23,young scottish gentleman say
181,23,say boy ah lad look
182,23,lad look window
183,23,stone wall build
184,23,build bare
185,23,bare hand place stone meself
186,23,stone meself
187,23,macgregor wall builder
188,23,wall builder take sip
189,23,sips beer say
190,23,beer say aye look
191,23,look lake eye
192,23,eye beautiful pier build
193,23,build meself laid board
194,23,board hammer nail
195,23,nail macgregor
196,23,macgregor pier builder continue
197,23,continue lad
198,23,road build
199,23,build bare hand
200,23,bare hand lay inch pavement
201,23,inch pavement meself
202,23,macgregor road builder
203,23,road builder return
204,23,return beer sip
205,23,sip say agh
206,23,screw sheep
207,24,question 200 foot long
208,24,long 4 tooth answer
209,24,answer row willie nelson
210,24,willie nelson concert
211,25,question difference lawyer
212,25,lawyer plumber answer
213,25,plumber answer plumber work unclog
214,25,work unclog system
215,26,president clinton look desk
216,26,desk oval office
217,26,office aide nervously
218,26,aide nervously approach
219,26,exclaim president
220,26,president abortion bill mr president
221,26,bill mr president want
222,26,want aide
223,26,aide reply ahead
224,26,ahead pay respond president
225,26,pay respond president
226,27,man arrive gate heaven
227,27,gates heaven st peter ask religion
228,27,ask religion man say methodist st peter
229,27,methodist st peter look list
230,27,list say room 24
231,27,room 24 quiet
232,27,quiet pass room 8
233,27,room 8 man arrive gate
234,27,gate heaven religion baptist
235,27,religion baptist room 18
236,27,18 quiet pass
237,27,pass room 8 man
238,27,man arrive gate religion
239,27,gate religion jewish room 11
240,27,room 11 quiet
241,27,quiet pass room 8
242,27,room 8 man say understand
243,27,understand different room
244,27,different room different religion
245,27,quiet
246,27,quiet pass room 8 st peter
247,27,8 st peter tell catholic
248,27,catholic room 8
249,27,room 8 think
250,27,one
251,28,american
252,28,american final world cup
253,28,world cup hey beer man
254,29,backwood midwestern state
255,29,midwestern state little johnny arrive school
256,29,arrive school hour late teacher
257,29,late teacher late john
258,29,late john johny big brother get
259,29,big brother got shoot ass
260,29,ass teacher correct speech teacher
261,29,speech teacher rectum johnny wreck hell
