Joke Number,Average Rating
1,1.3252040238027771
2,0.5863729101728535
3,0.4959159818645509
4,-1.086344573533579
5,0.43767852082743
6,1.5527883253046189
7,-0.2461533012184755
8,-0.29013743270048176
9,-0.2217384528194956
10,1.5411518843865115
11,1.9297839331255315
12,1.7997818078775856
13,-1.3713566166052706
14,1.5081290733918957
15,-1.6136802210257863
16,-2.59530391045622
17,-0.8839217908756021
18,-0.33864409181071126
19,0.5254618872201757
20,-0.8434152734485689
21,2.370442759988665
22,1.245006375743837
23,0.658279257580051
24,-1.4177982431283649
25,0.7993666761122131
26,1.5138934542363278
27,3.2320898271465004
28,1.6761384244828563
29,3.0499284499858312
30,-0.18606829130065175
31,2.3454788892037404
32,3.284306460753755
33,-1.178284216491924
34,1.1824532445451972
35,3.270921649192406
36,3.3533302635307454
37,-1.0608288466987814
38,1.7891938226126383
39,1.3713509492774159
40,1.3194091810711248
41,0.010974780391045623
42,2.0931262397279684
43,-0.47891541513176544
44,-1.633923916123548
45,1.4142597052989514
46,1.7957856333238875
47,1.6325807594219326
48,2.1141073958628507
49,2.9079824312836497
50,3.8223809861150464
51,-0.5829059223576083
52,-0.006627231510342854
53,2.850313119863984
54,2.843826863134032
55,0.7786370076508926
56,1.971259563615755
57,-1.5145104845565318
58,-3.4323129781807875
59,-0.21187942759988668
60,0.0411993482572967
61,2.530301076792292
62,3.1451338906205724
63,0.5239345423632757
64,-0.331218475488807
65,2.305492349107396
66,2.7827585718333805
67,-0.5164805894020968
68,2.7937383111362997
69,2.743224001133466
70,0.7913190705582317
71,-0.6536936809294418
72,2.8037383111363
73,0.9476629356758288
74,-1.341988523661094
75,-0.21648979880986113
76,2.533888495324454
77,0.8464395012751488
78,1.787352649475772
79,0.13481722867667892
80,1.0115620572400112
81,1.9864040804760557
82,0.9980851516010201
83,2.2030624822896003
84,0.8289657126664778
85,0.7757034570699914
86,0.5014770473221876
87,2.01427033153868
88,2.3140202606970814
89,3.7558600170019836
90,0.742704023802777
91,2.242611221309153
92,1.4010031170303203
93,2.58372343440068
94,1.4087383111362992
95,1.2873972796826298
96,1.7013169453102863
97,1.7959974497024653
98,1.048906914139983
99,0.18016081042788323
100,1.1571677529045055
